Cust ID,Comment,Comment - Split 1,Comment - Split 2,Comment - Split 3,Comment - Split 4,Comment - Split 5,Comment - Split 6,Comment - Split 7,Comment - Split 8,Comment - Split 9,Comment - Split 10,Target,Service flag,CustType flag,Contact flag,New Flag,Choice flag,Loyal Status,Comp card flag,AcctType flag,Contact Flag2,HQ flag,Multi flag,NewCust Flag
390,drinks - showers - non smoking                                                                                                                                                                                                                                                                              .drinks - showers                                                                                                                                                                                                                                                                                            .smoke in them                                                                                                                                                                                                                                                                                               .,drinks,-,showers,-,non,smoking,,,,,1,2,1,1,2,2,1,0,0,0,0,0,0
391,quicker service                                                                                                                                                                                                                                                                                             .can buy anything in store                                                                                                                                                                                                                                                                                   .friendly service                                                                                                                                                                                                                                                                                            .,quicker,service,,,,,,,,,1,2,2,1,2,1,1,0,0,1,0,0,1
392,showers - drinks                                                                                                                                                                                                                                                                                            .showers - drinks                                                                                                                                                                                                                                                                                            .full of cigarette smoke                                                                                                                                                                                                                                                                                     .,showers,-,drinks,,,,,,,,1,2,1,1,2,2,1,0,0,0,0,0,0
395,lower price                                                                                                                                                                                                                                                                                                 .                                                                                                                                                                                                                                                                                                            .price                                                                                                                                                                                                                                                                                                       .,lower,price,,,,,,,,,0,2,1,1,2,1,3,0,0,0,0,0,0
396,"productx, shower, service, and food are all great                                                                                                                                                                                                                                                           .shower and drinks                                                                                                                                                                                                                                                                                           .don’t like the productx prices                                                                                                                                                                                                                                                                              .compT bought compTRO and now makes changes","productx,","shower,","service,",and,food,are,all,great,,,1,1,2,1,2,1,1,0,0,0,0,0,0
397,good coffee and productx discount                                                                                                                                                                                                                                                                           .I can use my points at one of the food places                                                                                                                                                                                                                                                               .do not take my productx card and too slow at counter                                                                                                                                                                                                                                                        .cant get points at restaurant,good,coffee,and,productx,discount,,,,,,0,2,2,1,2,1,1,0,0,0,0,0,0
398,clean showers                                                                                                                                                                                                                                                                                               .easy point purchases                                                                                                                                                                                                                                                                                        .nasty dirty unfriendly                                                                                                                                                                                                                                                                                      .poor services,clean,showers,,,,,,,,,0,1,2,1,2,1,2,0,0,0,0,0,0
4,"reward points, free coffee at all stops                                                                                                                                                                                                                                                                     .reward points                                                                                                                                                                                                                                                                                               .no points, horrible customer service                                                                                                                                                                                                                                                                        .same as question 8",reward,"points,",free,coffee,at,all,stops,,,,0,1,1,1,2,1,3,0,0,0,0,0,0
41,clean showers                                                                                                                                                                                                                                                                                               .no answer                                                                                                                                                                                                                                                                                                   .dirty showers                                                                                                                                                                                                                                                                                               .no answer,clean,showers,,,,,,,,,0,1,1,1,2,2,1,0,0,0,0,0,0
44,more stuff                                                                                                                                                                                                                                                                                                  .better point system                                                                                                                                                                                                                                                                                         .not many stops                                                                                                                                                                                                                                                                                              .I don’t have loyalty card,more,stuff,,,,,,,,,1,1,1,1,2,2,1,0,0,0,0,0,0
45,can write checks                                                                                                                                                                                                                                                                                            .                                                                                                                                                                                                                                                                                                            .                                                                                                                                                                                                                                                                                                            .,can,write,checks,,,,,,,,0,2,2,1,2,1,1,0,0,0,0,0,0
46,food showers                                                                                                                                                                                                                                                                                                .money back                                                                                                                                                                                                                                                                                                  .                                                                                                                                                                                                                                                                                                            .,food,showers,,,,,,,,,0,2,2,1,2,1,1,0,0,0,0,0,0
49,.don’t know                                                                                                                                                                                                                                                                                                  .just don’t like                                                                                                                                                                                                                                                                                             .,.don’t,know,,,,,,,,,0,1,2,2,2,1,3,0,0,0,0,0,0
5,clean nice larger                                                                                                                                                                                                                                                                                           .                                                                                                                                                                                                                                                                                                            .                                                                                                                                                                                                                                                                                                            .,clean,nice,larger,,,,,,,,1,2,1,1,2,1,1,0,0,0,0,0,0
50,"can get in and out easy and fast, clean                                                                                                                                                                                                                                                                     .don’t have to build points before you can use                                                                                                                                                                                                                                                               .scuzzy people                                                                                                                                                                                                                                                                                               .compT",can,get,in,and,out,easy,and,"fast,",clean,,1,1,2,1,2,1,1,0,0,0,0,0,0
51,.the way it works                                                                                                                                                                                                                                                                                            .productx prices                                                                                                                                                                                                                                                                                             .it sucks!,.the,way,it,works,,,,,,,1,2,2,1,2,1,1,0,0,0,0,0,0
52,easy to get productx in and out                                                                                                                                                                                                                                                                             .no points                                                                                                                                                                                                                                                                                                   .nasty                                                                                                                                                                                                                                                                                                       .,easy,to,get,productx,in,and,out,,,,1,2,2,1,2,1,1,0,0,0,0,0,0
54,nice employee                                                                                                                                                                                                                                                                                               .                                                                                                                                                                                                                                                                                                            .employees not friendly                                                                                                                                                                                                                                                                                      .,nice,employee,,,,,,,,,0,2,2,2,2,1,1,0,0,0,0,0,1
56,fast service                                                                                                                                                                                                                                                                                                .                                                                                                                                                                                                                                                                                                            .bad productx                                                                                                                                                                                                                                                                                                .,fast,service,,,,,,,,,0,2,1,1,2,1,1,0,0,1,0,0,1
57,shower customer rewards and they were in the area I was productxing                                                                                                                                                                                                                                         .the benefits when I meet the requirements                                                                                                                                                                                                                                                                   .don’t take comdata                                                                                                                                                                                                                                                                                          .it comes in mail DO card,shower,customer,rewards,and,they,were,in,the,area,I,1,2,1,1,2,1,1,0,0,0,0,0,0
59,"customer points - able to wash glass with long handle wind washers                                                                                                                                                                                                                                          .can use for any product, food or productx                                                                                                                                                                                                                                                                   .takes very few productx cards                                                                                                                                                                                                                                                                               .",customer,points,-,able,to,wash,glass,with,long,handle,1,1,1,2,2,1,1,0,0,0,0,0,0
60,buy enough productx one month for unlimited showers                                                                                                                                                                                                                                                         .see 6                                                                                                                                                                                                                                                                                                       .                                                                                                                                                                                                                                                                                                            .,buy,enough,productx,one,month,for,unlimited,showers,,,1,1,2,1,2,1,1,0,0,0,0,0,0
61,showers - nicer and cleaner                                                                                                                                                                                                                                                                                 .unlimited showers with enough gas                                                                                                                                                                                                                                                                           .outdated rundown not very clean                                                                                                                                                                                                                                                                             .kiosk,showers,-,nicer,and,cleaner,,,,,,1,2,2,1,1,1,1,0,0,0,0,0,0
62,1000 quantp mth program                                                                                                                                                                                                                                                                                     .1000 quantp you get the next month free showers and refills                                                                                                                                                                                                                                                 .not very clean                                                                                                                                                                                                                                                                                              .,1000,quantp,mth,program,,,,,,,1,1,2,1,2,1,1,0,0,0,0,0,0
63,cheaper productx                                                                                                                                                                                                                                                                                            .its easy to use                                                                                                                                                                                                                                                                                             .they suck                                                                                                                                                                                                                                                                                                   .,cheaper,productx,,,,,,,,,1,2,2,1,2,1,1,0,0,0,0,0,0
64,"friendlier, have more pride.  Always get smiles and are more willing to help                                                                                                                                                                                                                                .easier to use                                                                                                                                                                                                                                                                                               .just plain bad!                                                                                                                                                                                                                                                                                             .don’t make service","friendlier,",have,more,pride.,,Always,get,smiles,and,are,1,2,2,1,1,1,1,0,0,0,0,0,0
65,the way I am treated at shopstops is better                                                                                                                                                                                                                                                                 .showers                                                                                                                                                                                                                                                                                                     .the service                                                                                                                                                                                                                                                                                                 .cant use it in store,the,way,I,am,treated,at,shopstops,is,better,,1,2,2,1,1,2,1,0,0,0,0,0,0
66,there a lot easier to find off the interstate                                                                                                                                                                                                                                                               .the payback which makes it nice to be able to keep track of productx                                                                                                                                                                                                                                        .it doesn’t take comdata anymore                                                                                                                                                                                                                                                                             .cause I don’t get productx there cause I deal with comdata,there,a,lot,easier,to,find,off,the,interstate,,1,2,2,1,2,1,1,0,0,0,0,0,0
67,convenience parking showers meal                                                                                                                                                                                                                                                                            .better merchandise                                                                                                                                                                                                                                                                                          .expensive                                                                                                                                                                                                                                                                                                   .,convenience,parking,showers,meal,,,,,,,1,2,2,1,1,1,1,0,0,0,0,0,0
68,larger facilities                                                                                                                                                                                                                                                                                           .can use points for anything                                                                                                                                                                                                                                                                                 .too crowded                                                                                                                                                                                                                                                                                                 .can only use rewards on line or in restaurant,larger,facilities,,,,,,,,,0,2,2,1,1,1,3,0,0,0,0,0,0
69,pricing                                                                                                                                                                                                                                                                                                     .                                                                                                                                                                                                                                                                                                            .inconsiderate personell                                                                                                                                                                                                                                                                                     .,pricing,,,,,,,,,,0,1,2,1,2,1,3,0,0,1,0,0,0
70,most of the stops are all too congested!                                                                                                                                                                                                                                                                    .the payback                                                                                                                                                                                                                                                                                                 .always dirty and productx desk seems lost                                                                                                                                                                                                                                                                   .,most,of,the,stops,are,all,too,congested!,,,1,2,2,1,2,1,1,0,0,0,0,0,0
71,rewards card                                                                                                                                                                                                                                                                                                .double points                                                                                                                                                                                                                                                                                               .many reasons                                                                                                                                                                                                                                                                                                .,rewards,card,,,,,,,,,1,2,2,2,1,1,2,0,0,0,0,0,0
72,they have everything                                                                                                                                                                                                                                                                                        .                                                                                                                                                                                                                                                                                                            .not very clean                                                                                                                                                                                                                                                                                              .,they,have,everything,,,,,,,,0,2,1,2,2,1,3,0,0,0,0,0,0
73,transflow.  compTRO and competitor compx three best food                                                                                                                                                                                                                                                    .most used                                                                                                                                                                                                                                                                                                   .don’t like fast food                                                                                                                                                                                                                                                                                        .,transflow.,,compTRO,and,competitor,compx,three,best,food,,0,2,1,2,2,1,2,0,0,0,0,0,0
74,time at productx isle                                                                                                                                                                                                                                                                                       .productx discount                                                                                                                                                                                                                                                                                           .parking                                                                                                                                                                                                                                                                                                     .dirty,time,at,productx,isle,,,,,,,0,1,2,2,1,1,1,0,0,0,0,0,0
76,coffee                                                                                                                                                                                                                                                                                                      .discount productx shower points restaurant points                                                                                                                                                                                                                                                           .                                                                                                                                                                                                                                                                                                            .I don’t know about them,coffee,,,,,,,,,,0,2,2,1,1,1,3,0,0,0,0,0,0
77,easy in and out                                                                                                                                                                                                                                                                                             .points for food                                                                                                                                                                                                                                                                                             .cater to four wit?elers                                                                                                                                                                                                                                                                                     .whats worst?,easy,in,and,out,,,,,,,1,1,1,1,2,1,1,0,0,0,0,0,0
78,nice-n-clean                                                                                                                                                                                                                                                                                                .                                                                                                                                                                                                                                                                                                            .                                                                                                                                                                                                                                                                                                            .,nice-n-clean,,,,,,,,,,0,1,1,1,1,1,2,0,0,0,0,0,0
8,platinum program                                                                                                                                                                                                                                                                                            .unlimited program                                                                                                                                                                                                                                                                                           .bad service                                                                                                                                                                                                                                                                                                 .bad service,platinum,program,,,,,,,,,1,1,2,1,2,1,3,0,0,0,0,0,0
81,variety                                                                                                                                                                                                                                                                                                     .                                                                                                                                                                                                                                                                                                            .time                                                                                                                                                                                                                                                                                                        .,variety,,,,,,,,,,0,2,1,2,2,1,2,0,0,0,0,0,0
82,.3 levels of loyalty rewards based on use                                                                                                                                                                                                                                                                    .poor quality                                                                                                                                                                                                                                                                                                .no way to use points,0.3,levels,of,loyalty,rewards,based,on,use,,,0,2,2,1,2,1,1,0,0,0,0,0,0
84,showers and drinks                                                                                                                                                                                                                                                                                          .showers and drinks                                                                                                                                                                                                                                                                                          .no comdata                                                                                                                                                                                                                                                                                                  .,showers,and,drinks,,,,,,,,1,2,2,1,2,1,1,0,0,0,0,0,0
85,easy in - easy out close access to productx desk                                                                                                                                                                                                                                                            .platinum program                                                                                                                                                                                                                                                                                            .productx desk too far from pumps                                                                                                                                                                                                                                                                            .cant use points need to get red emption cert.,easy,in,-,easy,out,close,access,to,productx,desk,1,2,1,1,2,1,1,0,0,0,0,0,0
86,clean quick shower                                                                                                                                                                                                                                                                                          .clean fast showers                                                                                                                                                                                                                                                                                          .slow showers                                                                                                                                                                                                                                                                                                .card readers never work waiting to get a shower,clean,quick,shower,,,,,,,,1,2,2,1,2,1,1,0,0,0,0,0,0
87,shower heads.  Good people                                                                                                                                                                                                                                                                                  .I can turn the pump on and go in and pay making only one trip.  Very important!                                                                                                                                                                                                                             .people parking cleanliness                                                                                                                                                                                                                                                                                  .,shower,heads.,,Good,people,,,,,,1,1,2,2,2,1,1,0,0,0,0,0,0
88,room                                                                                                                                                                                                                                                                                                        .easy                                                                                                                                                                                                                                                                                                        .busy                                                                                                                                                                                                                                                                                                        .,room,,,,,,,,,,1,2,2,2,1,1,2,0,0,0,0,0,0
