Cust_ID,Comment,Target,Service_flag,CustType_flag,Contact_flag,new_flag,Choice_flag,Loyal_Status,Comp_card_flag,AcctType_flag,Contact_Flag2,HQ_flag,Multi_flag,NewCust_Flag
37,parking/ease of getting into productx stop                                                                                                                                                                                                                                                                  .                                                                                                                                                                                                                                                                                                            .always crowded                                                                                                                                                                                                                                                                                              .,0,2,1,2,2,1,3,0,0,0,0,0,0
370,customer service and cleanliness                                                                                                                                                                                                                                                                            .it has rewards program that lets you use it on anything                                                                                                                                                                                                                                                     .because the truck stop showers are dirty and service is bad                                                                                                                                                                                                                                                 .parking spots are cramped and service is lousy,0,1,2,1,1,1,1,0,0,0,0,0,0
371,"coffee, microwave, productx                                                                                                                                                                                                                                                                                 .                                                                                                                                                                                                                                                                                                            .parking lots                                                                                                                                                                                                                                                                                                .",0,2,2,1,2,1,3,0,0,0,0,0,0
372,"am set up with check cashing at all locations which saves time and offers discounts.  At shopstops I am approved through natso but delays are always applicable when checking out.                                                                                                                          .                                                                                                                                                                                                                                                                                                            .do not keep restrooms and showers clean as I would expect, and do not offer good healthy eating facilities at all locations                                                                                                                                                                                 .",0,2,2,1,2,1,3,0,0,0,0,0,0
373,in and out                                                                                                                                                                                                                                                                                                  .I don’t know                                                                                                                                                                                                                                                                                                .                                                                                                                                                                                                                                                                                                            .,0,2,1,1,2,1,3,0,0,0,0,0,0
374,"productx prices, friendly and accomidating, provides needs                                                                                                                                                                                                                                                  .                                                                                                                                                                                                                                                                                                            .high prices, unorganized                                                                                                                                                                                                                                                                                    .",0,2,2,2,2,1,3,0,0,0,0,0,0
375,prices and service and clean showers                                                                                                                                                                                                                                                                        .                                                                                                                                                                                                                                                                                                            .prices for everything.  shopstops has no laudremats                                                                                                                                                                                                                                                         .cant use it in the stores,0,1,2,1,2,1,1,0,0,0,0,0,0
376,good showers big parking lots                                                                                                                                                                                                                                                                               .                                                                                                                                                                                                                                                                                                            .too small - parking lots no laundry no restraunts                                                                                                                                                                                                                                                           .can only access points with the coupons,0,2,2,2,2,1,1,0,0,0,0,0,0
377,productx and go                                                                                                                                                                                                                                                                                             .buy more                                                                                                                                                                                                                                                                                                    .don’t like set up                                                                                                                                                                                                                                                                                           .have to save points before using,1,2,1,1,2,1,3,0,0,0,0,0,0
378,productx kickback                                                                                                                                                                                                                                                                                           .                                                                                                                                                                                                                                                                                                            .they suck                                                                                                                                                                                                                                                                                                   .,1,2,2,1,2,1,1,0,0,0,0,0,0
38,more choices                                                                                                                                                                                                                                                                                                .more choices                                                                                                                                                                                                                                                                                                .don’t like who owns it                                                                                                                                                                                                                                                                                      .don’t like who owns it,0,1,2,1,2,1,1,0,0,0,0,0,0
382,.showers stick 4 full 30 days                                                                                                                                                                                                                                                                                .                                                                                                                                                                                                                                                                                                            .1 week on showers; might be confusing with compT,0,2,1,1,2,1,1,0,0,0,0,0,0
383,none                                                                                                                                                                                                                                                                                                        .not sure                                                                                                                                                                                                                                                                                                    .I don’t like them                                                                                                                                                                                                                                                                                           .they tell you were to use it,1,1,1,1,2,1,1,0,0,0,0,0,0
384,approval at the pumps for productxing                                                                                                                                                                                                                                                                       .instant use of points                                                                                                                                                                                                                                                                                       .anything to do with getting productx                                                                                                                                                                                                                                                                        .having to print out slips instead of giving card to clerk,1,1,2,1,2,1,1,0,0,0,0,0,0
386,fast in and out                                                                                                                                                                                                                                                                                             .great for everything                                                                                                                                                                                                                                                                                        .not clean                                                                                                                                                                                                                                                                                                   .can not get free drinks with productx,1,1,1,1,2,1,3,0,0,0,0,0,0
387,cost of productx                                                                                                                                                                                                                                                                                            .                                                                                                                                                                                                                                                                                                            .cost of productx/quality of productx                                                                                                                                                                                                                                                                        .no team shower unless specified at time of productx,0,1,2,1,2,1,1,0,0,0,0,0,0
388,"good productx, easy access and discounted pricing                                                                                                                                                                                                                                                           .                                                                                                                                                                                                                                                                                                            .bad productx hard to get to the pumps                                                                                                                                                                                                                                                                       .",0,2,1,1,2,1,3,0,0,0,0,0,0
39,better service and more to offer (purchase)                                                                                                                                                                                                                                                                 .                                                                                                                                                                                                                                                                                                            .                                                                                                                                                                                                                                                                                                            .,0,2,2,2,2,1,2,0,0,0,0,0,0
390,drinks - showers - non smoking                                                                                                                                                                                                                                                                              .drinks - showers                                                                                                                                                                                                                                                                                            .smoke in them                                                                                                                                                                                                                                                                                               .,1,2,1,1,2,2,1,0,0,0,0,0,0
391,quicker service                                                                                                                                                                                                                                                                                             .can buy anything in store                                                                                                                                                                                                                                                                                   .friendly service                                                                                                                                                                                                                                                                                            .,1,2,2,1,2,1,1,0,0,1,0,0,1
392,showers - drinks                                                                                                                                                                                                                                                                                            .showers - drinks                                                                                                                                                                                                                                                                                            .full of cigarette smoke                                                                                                                                                                                                                                                                                     .,1,2,1,1,2,2,1,0,0,0,0,0,0
395,lower price                                                                                                                                                                                                                                                                                                 .                                                                                                                                                                                                                                                                                                            .price                                                                                                                                                                                                                                                                                                       .,0,2,1,1,2,1,3,0,0,0,0,0,0
396,"productx, shower, service, and food are all great                                                                                                                                                                                                                                                           .shower and drinks                                                                                                                                                                                                                                                                                           .don’t like the productx prices                                                                                                                                                                                                                                                                              .compT bought compTRO and now makes changes",1,1,2,1,2,1,1,0,0,0,0,0,0
397,good coffee and productx discount                                                                                                                                                                                                                                                                           .I can use my points at one of the food places                                                                                                                                                                                                                                                               .do not take my productx card and too slow at counter                                                                                                                                                                                                                                                        .cant get points at restaurant,0,2,2,1,2,1,1,0,0,0,0,0,0
398,clean showers                                                                                                                                                                                                                                                                                               .easy point purchases                                                                                                                                                                                                                                                                                        .nasty dirty unfriendly                                                                                                                                                                                                                                                                                      .poor services,0,1,2,1,2,1,2,0,0,0,0,0,0
4,"reward points, free coffee at all stops                                                                                                                                                                                                                                                                     .reward points                                                                                                                                                                                                                                                                                               .no points, horrible customer service                                                                                                                                                                                                                                                                        .same as question 8",0,1,1,1,2,1,3,0,0,0,0,0,0
41,clean showers                                                                                                                                                                                                                                                                                               .no answer                                                                                                                                                                                                                                                                                                   .dirty showers                                                                                                                                                                                                                                                                                               .no answer,0,1,1,1,2,2,1,0,0,0,0,0,0
44,more stuff                                                                                                                                                                                                                                                                                                  .better point system                                                                                                                                                                                                                                                                                         .not many stops                                                                                                                                                                                                                                                                                              .I don’t have loyalty card,1,1,1,1,2,2,1,0,0,0,0,0,0
45,can write checks                                                                                                                                                                                                                                                                                            .                                                                                                                                                                                                                                                                                                            .                                                                                                                                                                                                                                                                                                            .,0,2,2,1,2,1,1,0,0,0,0,0,0
46,food showers                                                                                                                                                                                                                                                                                                .money back                                                                                                                                                                                                                                                                                                  .                                                                                                                                                                                                                                                                                                            .,0,2,2,1,2,1,1,0,0,0,0,0,0
49,.don’t know                                                                                                                                                                                                                                                                                                  .just don’t like                                                                                                                                                                                                                                                                                             .,0,1,2,2,2,1,3,0,0,0,0,0,0
5,clean nice larger                                                                                                                                                                                                                                                                                           .                                                                                                                                                                                                                                                                                                            .                                                                                                                                                                                                                                                                                                            .,1,2,1,1,2,1,1,0,0,0,0,0,0
50,"can get in and out easy and fast, clean                                                                                                                                                                                                                                                                     .don’t have to build points before you can use                                                                                                                                                                                                                                                               .scuzzy people                                                                                                                                                                                                                                                                                               .compT",1,1,2,1,2,1,1,0,0,0,0,0,0
51,.the way it works                                                                                                                                                                                                                                                                                            .productx prices                                                                                                                                                                                                                                                                                             .it sucks!,1,2,2,1,2,1,1,0,0,0,0,0,0
52,easy to get productx in and out                                                                                                                                                                                                                                                                             .no points                                                                                                                                                                                                                                                                                                   .nasty                                                                                                                                                                                                                                                                                                       .,1,2,2,1,2,1,1,0,0,0,0,0,0
54,nice employee                                                                                                                                                                                                                                                                                               .                                                                                                                                                                                                                                                                                                            .employees not friendly                                                                                                                                                                                                                                                                                      .,0,2,2,2,2,1,1,0,0,0,0,0,1
56,fast service                                                                                                                                                                                                                                                                                                .                                                                                                                                                                                                                                                                                                            .bad productx                                                                                                                                                                                                                                                                                                .,0,2,1,1,2,1,1,0,0,1,0,0,1
57,shower customer rewards and they were in the area I was productxing                                                                                                                                                                                                                                         .the benefits when I meet the requirements                                                                                                                                                                                                                                                                   .don’t take comdata                                                                                                                                                                                                                                                                                          .it comes in mail DO card,1,2,1,1,2,1,1,0,0,0,0,0,0
59,"customer points - able to wash glass with long handle wind washers                                                                                                                                                                                                                                          .can use for any product, food or productx                                                                                                                                                                                                                                                                   .takes very few productx cards                                                                                                                                                                                                                                                                               .",1,1,1,2,2,1,1,0,0,0,0,0,0
60,buy enough productx one month for unlimited showers                                                                                                                                                                                                                                                         .see 6                                                                                                                                                                                                                                                                                                       .                                                                                                                                                                                                                                                                                                            .,1,1,2,1,2,1,1,0,0,0,0,0,0
61,showers - nicer and cleaner                                                                                                                                                                                                                                                                                 .unlimited showers with enough gas                                                                                                                                                                                                                                                                           .outdated rundown not very clean                                                                                                                                                                                                                                                                             .kiosk,1,2,2,1,1,1,1,0,0,0,0,0,0
62,1000 quantp mth program                                                                                                                                                                                                                                                                                     .1000 quantp you get the next month free showers and refills                                                                                                                                                                                                                                                 .not very clean                                                                                                                                                                                                                                                                                              .,1,1,2,1,2,1,1,0,0,0,0,0,0
63,cheaper productx                                                                                                                                                                                                                                                                                            .its easy to use                                                                                                                                                                                                                                                                                             .they suck                                                                                                                                                                                                                                                                                                   .,1,2,2,1,2,1,1,0,0,0,0,0,0
64,"friendlier, have more pride.  Always get smiles and are more willing to help                                                                                                                                                                                                                                .easier to use                                                                                                                                                                                                                                                                                               .just plain bad!                                                                                                                                                                                                                                                                                             .don’t make service",1,2,2,1,1,1,1,0,0,0,0,0,0
65,the way I am treated at shopstops is better                                                                                                                                                                                                                                                                 .showers                                                                                                                                                                                                                                                                                                     .the service                                                                                                                                                                                                                                                                                                 .cant use it in store,1,2,2,1,1,2,1,0,0,0,0,0,0
66,there a lot easier to find off the interstate                                                                                                                                                                                                                                                               .the payback which makes it nice to be able to keep track of productx                                                                                                                                                                                                                                        .it doesn’t take comdata anymore                                                                                                                                                                                                                                                                             .cause I don’t get productx there cause I deal with comdata,1,2,2,1,2,1,1,0,0,0,0,0,0
67,convenience parking showers meal                                                                                                                                                                                                                                                                            .better merchandise                                                                                                                                                                                                                                                                                          .expensive                                                                                                                                                                                                                                                                                                   .,1,2,2,1,1,1,1,0,0,0,0,0,0
68,larger facilities                                                                                                                                                                                                                                                                                           .can use points for anything                                                                                                                                                                                                                                                                                 .too crowded                                                                                                                                                                                                                                                                                                 .can only use rewards on line or in restaurant,0,2,2,1,1,1,3,0,0,0,0,0,0
69,pricing                                                                                                                                                                                                                                                                                                     .                                                                                                                                                                                                                                                                                                            .inconsiderate personell                                                                                                                                                                                                                                                                                     .,0,1,2,1,2,1,3,0,0,1,0,0,0
